cell_type	score
Xcr1+ cDC1	0.130560988779592
Mki67+ cDC	-0.0980468030591625
Xcr1+ cDC1	-0.1392822952624
Ccr7+ cDC1	-0.419487208086603
Xcr1+ cDC1	0.245926474916924
Xcr1+ cDC1	0.442663630716518
Cd209a+ cDC2	0.236322614048898
Xcr1+ cDC1	0.454313705338277
Mki67+ cDC	-0.433312180691625
Cd209a+ cDC2	0.641502005902385
Ccr7+ cDC1	-0.524480452918265
Xcr1+ cDC1	0.408944552121982
Ccr7+ cDC1	-0.434965171106879
Ccr7+ cDC1	-0.749646322511981
Xcr1+ cDC1	0.204931012450251
Mki67+ cDC	0.195432127121086
Ccr7+ cDC1	-0.467318748407044
Xcr1+ cDC1	-0.473993683623361
Ccr7+ cDC1	-0.598517074745316
Ccr7+ cDC1	0.21816282464973
Xcr1+ cDC1	0.22764579446966
Xcr1+ cDC1	0.131903266759786
Ccr7+ cDC1	-0.532005094534268
Mki67+ cDC	0.471957060606966
Xcr1+ cDC1	0.277377004700533
Xcr1+ cDC1	0.333864689130184
Ccr7+ cDC1	-0.131575685828561
Ccr7+ cDC1	-0.771398849387969
Ccr7+ cDC1	-0.50096269756626
Ccr7+ cDC1	-0.566418365961395
Xcr1+ cDC1	0.418699831595432
Xcr1+ cDC1	-0.0569632386626385
Ccr7+ cDC1	-0.407153513660386
Xcr1+ cDC1	0.381744473007923
Xcr1+ cDC1	0.224470363210213
Ccr7+ cDC1	-0.540771970990331
Ccr7+ cDC1	0.0670773410997407
Xcr1+ cDC1	0.160511720703601
Xcr1+ cDC1	0.0612173541099559
Xcr1+ cDC1	-0.123672429075059
Ccr7+ cDC1	-0.549325859262436
Ccr7+ cDC1	-0.527394855994482
Ccr7+ cDC1	-0.750988678028232
Ccr7+ cDC1	-0.615798025742399
Mki67+ cDC	0.0549982470619384
Cd209a+ cDC2	0.0240130265543592
Mki67+ cDC	0.234468799726322
Xcr1+ cDC1	-0.309717151099656
Cd209a+ cDC2	0.463782538233348
Xcr1+ cDC1	0.314902244387923
Ccr7+ cDC1	-0.271785175665158
Ccr7+ cDC1	-0.465440715888662
Ccr7+ cDC1	-0.755078233310779
Ccr7+ cDC1	-0.303630796788233
Xcr1+ cDC1	-0.553646792217511
Cd209a+ cDC2	0.0146590491641859
Ccr7+ cDC1	-0.552109691731984
Mki67+ cDC	0.564408576039074
Cd209a+ cDC2	-0.258600452463588
Ccr7+ cDC1	-0.196826035044701
Xcr1+ cDC1	-0.127935376403678
Mki67+ cDC	-0.580559358805129
Ccr7+ cDC1	0.239006868537496
Ccr7+ cDC1	-0.21853619938392
Ccr7+ cDC1	-0.546277877567552
Ccr7+ cDC1	-0.523228883068653
Ccr7+ cDC1	-0.0455166286895283
Ccr7+ cDC1	-0.41058501104826
Xcr1+ cDC1	-0.593255971906098
Ccr7+ cDC1	-0.527733489256306
Ccr7+ cDC1	-0.766349280355095
Ccr7+ cDC1	0.485517243163195
Ccr7+ cDC1	0.617412415183025
Xcr1+ cDC1	-0.0232076063132592
Ccr7+ cDC1	-0.204547523873584
Ccr7+ cDC1	-0.407722841779291
Xcr1+ cDC1	0.223666256141716
Ccr7+ cDC1	-0.500505172994229
Ccr7+ cDC1	-0.334315939212106
Xcr1+ cDC1	-0.368172943751901
Ccr7+ cDC1	-0.0461779435688562
Cd209a+ cDC2	-0.226492747024925
Ccr7+ cDC1	-0.76603762204327
Ccr7+ cDC1	-0.51252896653663
Cd209a+ cDC2	0.27309528427995
Ccr7+ cDC1	-0.759822341172534
Ccr7+ cDC1	-0.502298300715289
Ccr7+ cDC1	-0.76493549372717
Ccr7+ cDC1	-0.769078210667223
Cd209a+ cDC2	0.631484128014407
Xcr1+ cDC1	-0.217824427131837
Mki67+ cDC	-0.0823364543377255
Cd209a+ cDC2	-0.101809291690706
Ccr7+ cDC1	-0.238450791094926
Ccr7+ cDC1	-0.340309767750941
Ccr7+ cDC1	0.591169552831316
Ccr7+ cDC1	-0.563638185998406
Cd209a+ cDC2	0.0223593588156107
Xcr1+ cDC1	-0.0711596025493345
Xcr1+ cDC1	0.480448033707422
Ccr7+ cDC1	-0.113734525832651
Ccr7+ cDC1	-0.55407075510134
Ccr7+ cDC1	0.277281130284352
Ccr7+ cDC1	-0.329830748608052
Ccr7+ cDC1	-0.564514768833149
Cd209a+ cDC2	-0.0517310047786289
Ccr7+ cDC1	0.401080955588282
Ccr7+ cDC1	-0.456452595564426
Cd209a+ cDC2	0.485938427602669
Ccr7+ cDC1	-0.770687538273208
Xcr1+ cDC1	-0.129434797001035
Ccr7+ cDC1	-0.349358886404804
Cd209a+ cDC2	0.419559362875437
Xcr1+ cDC1	-0.235874312390195
Mki67+ cDC	-0.0530601711875995
Cd209a+ cDC2	0.624993260420241
Ccr7+ cDC1	-0.550681961529896
Cd209a+ cDC2	-0.566629005996985
Cd209a+ cDC2	0.42389823992339
Ccr7+ cDC1	-0.436332962417424
Cd209a+ cDC2	0.236780299934149
Ccr7+ cDC1	-0.162893560752528
Xcr1+ cDC1	0.222644845161504
Xcr1+ cDC1	-0.146413203241469
Ccr7+ cDC1	-0.387677572271118
Ccr7+ cDC1	-0.765884919789996
Ccr7+ cDC1	0.722033017106579
Ccr7+ cDC1	0.657357996039715
Cd209a+ cDC2	0.617027916140586
Xcr1+ cDC1	-0.4352932790847
Ccr7+ cDC1	0.533534320531619
Cd209a+ cDC2	0.0839354421547469
Ccr7+ cDC1	0.681890297260433
Mki67+ cDC	-0.188539633035205
Ccr7+ cDC1	0.559590003741957
Ccr7+ cDC1	-0.573556731112856
Xcr1+ cDC1	0.213815414949274
Cd209a+ cDC2	0.232502044796674
Cd209a+ cDC2	-0.534112175468882
Xcr1+ cDC1	-0.231547594015496
Cd209a+ cDC2	0.392016802441135
Xcr1+ cDC1	-0.337911032315078
Ccr7+ cDC1	-0.527155193584191
Ccr7+ cDC1	-0.3673416550097
Cd209a+ cDC2	0.626764533846703
Ccr7+ cDC1	-0.071334719753763
Cd209a+ cDC2	0.519674753251261
Cd209a+ cDC2	0.00378489479505734
Ccr7+ cDC1	-0.431933382074424
Cd209a+ cDC2	-0.346286808667829
Ccr7+ cDC1	-0.331829224142032
Xcr1+ cDC1	-0.413661619990697
Ccr7+ cDC1	-0.332525149680074
Ccr7+ cDC1	-0.529634728709663
Xcr1+ cDC1	0.312315597871308
Cd209a+ cDC2	0.279910760069714
Ccr7+ cDC1	-0.0147439730549364
Ccr7+ cDC1	-0.30616205112761
Xcr1+ cDC1	-0.442668570626183
Cd209a+ cDC2	-0.0306531707513812
Ccr7+ cDC1	-0.318266886740224
Ccr7+ cDC1	0.244673311452638
Cd209a+ cDC2	-0.607330144643844
Ccr7+ cDC1	0.775702162180487
Ccr7+ cDC1	-0.550005479377518
Cd209a+ cDC2	-0.128096470876425
Ccr7+ cDC1	-0.405192910716312
Ccr7+ cDC1	-0.620440487447323
Xcr1+ cDC1	0.480952860236917
Ccr7+ cDC1	-0.533335590833992
Ccr7+ cDC1	-0.366002879683464
Ccr7+ cDC1	-0.376930620808324
Ccr7+ cDC1	-0.75507158778786
Ccr7+ cDC1	-0.524514125977676
Ccr7+ cDC1	0.438407701182851
Cd209a+ cDC2	0.401134182801769
Xcr1+ cDC1	0.0864943327714502
Ccr7+ cDC1	-0.160617508307659
Ccr7+ cDC1	0.539151683323641
Ccr7+ cDC1	-0.128577567978966
Ccr7+ cDC1	-0.34169756946703
Xcr1+ cDC1	0.0311984277950711
Ccr7+ cDC1	-0.593574651172033
Xcr1+ cDC1	0.207573913699468
Ccr7+ cDC1	-0.53592639304509
Xcr1+ cDC1	0.157508391031273
Ccr7+ cDC1	-0.572622897168696
Ccr7+ cDC1	-0.378834012208473
Xcr1+ cDC1	0.215063247254947
Xcr1+ cDC1	0.0258912498263378
Cd209a+ cDC2	0.0327988323674037
Xcr1+ cDC1	0.401309852569486
Ccr7+ cDC1	-0.575302017498684
Xcr1+ cDC1	0.239359761079353
Cd209a+ cDC2	0.444210842172171
Cd209a+ cDC2	-0.692099348816062
Ccr7+ cDC1	-0.538153684717318
Ccr7+ cDC1	-0.523472598869763
Xcr1+ cDC1	-0.109904661330641
Ccr7+ cDC1	-0.457207727233137
Mki67+ cDC	-0.350846417930044
Xcr1+ cDC1	-0.116046028267984
Ccr7+ cDC1	-0.544152690237468
Xcr1+ cDC1	0.170319937848209
Xcr1+ cDC1	0.149752969388847
Xcr1+ cDC1	-0.165165915832739
Ccr7+ cDC1	0.400050239798488
Mki67+ cDC	0.0563859113880071
Cd209a+ cDC2	0.191634376217977
Xcr1+ cDC1	-0.442219296838652
Xcr1+ cDC1	0.022662571459432
Mki67+ cDC	-0.0274760822402824
Ccr7+ cDC1	0.357514923083433
Xcr1+ cDC1	-0.129498341926469
Xcr1+ cDC1	-0.0509060313280421
Ccr7+ cDC1	-0.124247799262677
Xcr1+ cDC1	-0.00347871322859961
Cd209a+ cDC2	0.332092704913857
Mki67+ cDC	0.200159269317276
Ccr7+ cDC1	-0.494328955301809
Ccr7+ cDC1	-0.182548401898136
Ccr7+ cDC1	-0.225234099007862
Xcr1+ cDC1	0.545829473891341
Cd209a+ cDC2	0.21956883410046
Cd209a+ cDC2	-0.734278766440689
Ccr7+ cDC1	-0.568988244371747
Xcr1+ cDC1	-0.14454209617417
Cd209a+ cDC2	-0.258804445396705
Xcr1+ cDC1	-0.282004197749193
Ccr7+ cDC1	0.565289812594359
Xcr1+ cDC1	0.0503773173011516
Ccr7+ cDC1	-0.521125381778493
Cd209a+ cDC2	-0.434184527557192
Ccr7+ cDC1	-0.23173426316699
Xcr1+ cDC1	0.00268810847125678
Xcr1+ cDC1	0.150921396060146
Ccr7+ cDC1	-0.510406995101651
Xcr1+ cDC1	0.285194489380518
Ccr7+ cDC1	-0.762334888805818
Ccr7+ cDC1	0.0583893501910602
Xcr1+ cDC1	0.445129341241919
Ccr7+ cDC1	-0.743368350493374
Ccr7+ cDC1	-0.75304174767513
Ccr7+ cDC1	-0.293608490822063
Cd209a+ cDC2	-0.518011071532994
Xcr1+ cDC1	0.276378503877251
Ccr7+ cDC1	0.28721498533772
Xcr1+ cDC1	-0.19835887975192
Ccr7+ cDC1	-0.521176119319459
Ccr7+ cDC1	-0.607933341974875
Cd209a+ cDC2	-0.281012035325249
Xcr1+ cDC1	0.408819393818847
Ccr7+ cDC1	-0.574346726486592
Ccr7+ cDC1	-0.516510716607547
Xcr1+ cDC1	0.479491555329014
Cd209a+ cDC2	-0.741048011884805
Xcr1+ cDC1	0.165048870668268
Ccr7+ cDC1	-0.332327664447152
Ccr7+ cDC1	0.512238518863779
Mki67+ cDC	-0.217468458599603
Ccr7+ cDC1	-0.337331643887538
Mki67+ cDC	0.319084215655641
Xcr1+ cDC1	0.139778670236674
Xcr1+ cDC1	-0.32141324836145
Ccr7+ cDC1	-0.376365945722826
Ccr7+ cDC1	-0.409087186807816
Xcr1+ cDC1	-0.0963033393227619
Ccr7+ cDC1	-0.425779866130467
Mki67+ cDC	-0.0544629512360317
Mki67+ cDC	-0.0938397398352873
Ccr7+ cDC1	-0.75752741069562
Xcr1+ cDC1	0.456900792782773
Ccr7+ cDC1	-0.0887536507091374
Xcr1+ cDC1	-0.000924764031680292
Xcr1+ cDC1	0.149516477194394
Xcr1+ cDC1	0.0472396365077515
Cd209a+ cDC2	-0.523834178734432
Cd209a+ cDC2	0.634976470182155
Cd209a+ cDC2	-0.428875217678865
Ccr7+ cDC1	-0.754978112854786
Ccr7+ cDC1	0.317900141119891
Xcr1+ cDC1	-0.137888528368532
Cd209a+ cDC2	0.547935148995735
Ccr7+ cDC1	-0.617081166500766
Mki67+ cDC	0.19437990894494
Ccr7+ cDC1	-0.504916000588508
Xcr1+ cDC1	0.511744285914011
Ccr7+ cDC1	-0.770945894313429
Cd209a+ cDC2	-0.739180545151001
Cd209a+ cDC2	0.0659368509164505
Ccr7+ cDC1	-0.232122344286784
Cd209a+ cDC2	-0.422009214468255
Xcr1+ cDC1	0.303768386184635
Ccr7+ cDC1	-0.762371798014831
Xcr1+ cDC1	0.0385847635080517
Xcr1+ cDC1	0.579663647562717
Cd209a+ cDC2	-0.659395131494055
Mki67+ cDC	-0.0237496479523186
Ccr7+ cDC1	-0.769742241139153
Cd209a+ cDC2	0.0669043989436953
Ccr7+ cDC1	-0.520634184722726
Cd209a+ cDC2	-0.500936482852048
Ccr7+ cDC1	-0.773880923788221
Xcr1+ cDC1	0.137062940878249
Mki67+ cDC	-0.137841574241921
Cd209a+ cDC2	-0.0669313360140417
Xcr1+ cDC1	0.530360889982629
Xcr1+ cDC1	0.374360912399603
Ccr7+ cDC1	-0.251777022026569
Ccr7+ cDC1	0.0372794947442749
Xcr1+ cDC1	0.182673985732072
Ccr7+ cDC1	-0.527186521542993
Cd209a+ cDC2	0.52589999932981
Xcr1+ cDC1	0.418570851759623
Ccr7+ cDC1	-0.545418632659668
Xcr1+ cDC1	-0.225957655389113
Ccr7+ cDC1	-0.593980721739095
Cd209a+ cDC2	0.0527258830821085
Xcr1+ cDC1	0.447169120377362
Ccr7+ cDC1	-0.5481260986432
Ccr7+ cDC1	0.110531786672109
Ccr7+ cDC1	-0.570923467446971
Cd209a+ cDC2	0.441599671191709
Xcr1+ cDC1	-0.126423524004184
Xcr1+ cDC1	0.264216422149555
Xcr1+ cDC1	0.507747434833781
Ccr7+ cDC1	-0.495485929760636
Cd209a+ cDC2	0.464964280361805
Xcr1+ cDC1	0.00759205740180188
Xcr1+ cDC1	0.657555826465001
Xcr1+ cDC1	-0.555540206885987
Ccr7+ cDC1	-0.548688851670376
Cd209a+ cDC2	0.347298295190964
Ccr7+ cDC1	-0.504830891020774
Ccr7+ cDC1	-0.584521613185191
Cd209a+ cDC2	-0.480177188607751
Cd209a+ cDC2	0.0648662261793053
Ccr7+ cDC1	0.493913937634314
Cd209a+ cDC2	-0.160693709947456
Cd209a+ cDC2	-0.403820531805243
Cd209a+ cDC2	0.607972902741089
Cd209a+ cDC2	0.235644617933113
Ccr7+ cDC1	-0.313495563971253
Ccr7+ cDC1	-0.0858989106316231
Ccr7+ cDC1	-0.767812387534929
Cd209a+ cDC2	0.462519866100371
Cd209a+ cDC2	0.0526303993056132
Cd209a+ cDC2	-0.137272357740056
Cd209a+ cDC2	0.285292547953825
Ccr7+ cDC1	-0.401710949173392
Xcr1+ cDC1	-0.00449960419994339
Ccr7+ cDC1	0.0393670023163091
Xcr1+ cDC1	-0.020936128303652
Cd209a+ cDC2	-0.388186034654743
Cd209a+ cDC2	0.423706134983246
Cd209a+ cDC2	0.566010091227511
Ccr7+ cDC1	-0.531520098619102
Xcr1+ cDC1	-0.211404881607793
Ccr7+ cDC1	-0.552915423734679
Ccr7+ cDC1	-0.543968759942313
Mki67+ cDC	-0.400453620867475
Xcr1+ cDC1	0.279322937074891
Cd209a+ cDC2	0.294039558341916
Ccr7+ cDC1	-0.618389706648749
Xcr1+ cDC1	-0.371413933075975
Ccr7+ cDC1	-0.523115487229972
Cd209a+ cDC2	-0.524523407835719
Ccr7+ cDC1	-0.75416466675295
Ccr7+ cDC1	-0.356665224353477
Cd209a+ cDC2	-0.38245561480552
Ccr7+ cDC1	0.0118563930076236
Cd209a+ cDC2	0.707890307702716
Ccr7+ cDC1	0.0215919157800105
Cd209a+ cDC2	0.379675557597549
Cd209a+ cDC2	0.724545901563544
Cd209a+ cDC2	-0.209802819088583
Cd209a+ cDC2	-0.53277543878311
Cd209a+ cDC2	-0.298324471191384
Cd209a+ cDC2	0.3592625772012
Ccr7+ cDC1	-0.563183120346423
Cd209a+ cDC2	-0.00217764778330065
Ccr7+ cDC1	-0.38065640686239
Xcr1+ cDC1	-0.0129549464623758
Cd209a+ cDC2	0.0651759427276865
Ccr7+ cDC1	-0.551779589539412
Xcr1+ cDC1	0.412518051945728
Ccr7+ cDC1	-0.761462231000708
Cd209a+ cDC2	0.0790756088639389
Cd209a+ cDC2	-0.586515897970098
Cd209a+ cDC2	0.146130339860019
Cd209a+ cDC2	-0.431450875919794
Cd209a+ cDC2	-0.252912422095114
Cd209a+ cDC2	0.261674997250066
Ccr7+ cDC1	-0.588910483387121
Xcr1+ cDC1	-0.368932521170033
Ccr7+ cDC1	-0.765530479165608
Ccr7+ cDC1	-0.463231853118213
Ccr7+ cDC1	-0.0479431554472787
Xcr1+ cDC1	-0.494212086150161
Cd209a+ cDC2	0.178872012649377
Xcr1+ cDC1	0.124420036726847
Ccr7+ cDC1	-0.580476263740893
Cd209a+ cDC2	-0.0273950875326677
Ccr7+ cDC1	-0.466734464313786
Ccr7+ cDC1	-0.537300249719453
Cd209a+ cDC2	-0.543190706591388
Xcr1+ cDC1	0.113873012423461
Ccr7+ cDC1	0.190050539797409
Cd209a+ cDC2	0.000255713400542867
Xcr1+ cDC1	0.239663754768316
Cd209a+ cDC2	-0.464374812432397
Xcr1+ cDC1	0.0322004580039606
Cd209a+ cDC2	0.0680288695229825
Cd209a+ cDC2	-0.324407833145329
Cd209a+ cDC2	-0.104320019476243
Cd209a+ cDC2	-0.646941671307727
Cd209a+ cDC2	-0.612804702357208
Cd209a+ cDC2	-0.360878283389747
Ccr7+ cDC1	-0.499931519758814
Ccr7+ cDC1	-0.516649551000069
Cd209a+ cDC2	-0.71217393694424
Xcr1+ cDC1	-0.234756918021047
Cd209a+ cDC2	-0.47385699993029
Xcr1+ cDC1	-0.243461962148966
Ccr7+ cDC1	0.570291385059803
Mki67+ cDC	-0.122646091395545
Ccr7+ cDC1	-0.540310376183167
Ccr7+ cDC1	-0.0319697797350126
Ccr7+ cDC1	-0.586816196421943
Cd209a+ cDC2	-0.711634875814285
Xcr1+ cDC1	0.100065803723529
Mki67+ cDC	-0.0265253469268712
Cd209a+ cDC2	-0.613062067960549
Xcr1+ cDC1	-0.0270938454165165
Cd209a+ cDC2	-0.589983392156081
Ccr7+ cDC1	-0.289892434367783
Xcr1+ cDC1	0.215357428389877
Ccr7+ cDC1	-0.492800750477788
Xcr1+ cDC1	-0.141365426913826
Xcr1+ cDC1	0.080218852479144
Xcr1+ cDC1	0.0498174292470313
Xcr1+ cDC1	-0.153294989624577
Ccr7+ cDC1	-0.301981180775041
Xcr1+ cDC1	0.224208812318463
Xcr1+ cDC1	0.388238865980879
Mki67+ cDC	0.225818661279614
Ccr7+ cDC1	-0.536529037804206
Mki67+ cDC	0.171042230252233
Xcr1+ cDC1	0.164048581959008
Ccr7+ cDC1	-0.260066975579766
Xcr1+ cDC1	0.396854693580027
Xcr1+ cDC1	0.306707168837765
Cd209a+ cDC2	-0.459090373185577
Ccr7+ cDC1	-0.499189029681888
Ccr7+ cDC1	0.0526939385138319
Cd209a+ cDC2	-0.555976680385432
Ccr7+ cDC1	-0.523068291199213
Ccr7+ cDC1	-0.299321269944683
Ccr7+ cDC1	-0.193481447600242
Cd209a+ cDC2	0.380821553762535
Ccr7+ cDC1	-0.534517030321066
Cd209a+ cDC2	0.61183324506453
Xcr1+ cDC1	0.268634919440936
Cd209a+ cDC2	-0.538109555614313
Cd209a+ cDC2	0.170525525030252
Ccr7+ cDC1	-0.544809353772743
Xcr1+ cDC1	0.496503652374697
Cd209a+ cDC2	-0.433546061557291
Xcr1+ cDC1	0.153349691153739
Cd209a+ cDC2	-0.197499385430839
Ccr7+ cDC1	-0.451663239127194
Ccr7+ cDC1	-0.582930652487367
Xcr1+ cDC1	0.184319878272345
Ccr7+ cDC1	-0.300591669022962
Ccr7+ cDC1	-0.334112975389162
Cd209a+ cDC2	0.311411952701873
Ccr7+ cDC1	-0.531715776340009
Cd209a+ cDC2	-0.234492155893277
Cd209a+ cDC2	0.232315552505574
Ccr7+ cDC1	-0.160311400488521
Cd209a+ cDC2	-0.514879258554489
Ccr7+ cDC1	-0.235116242006996
Mki67+ cDC	0.298144536366946
Ccr7+ cDC1	0.168650356899826
Mki67+ cDC	0.283147658306048
Ccr7+ cDC1	0.558957824913058
Mki67+ cDC	-0.0385795261880743
Cd209a+ cDC2	0.042323442531894
Xcr1+ cDC1	0.374476791094285
Ccr7+ cDC1	-0.430967711679586
Ccr7+ cDC1	-0.568965838300522
Xcr1+ cDC1	0.218149505176176
Xcr1+ cDC1	0.139296695045426
Xcr1+ cDC1	0.165713198782528
Ccr7+ cDC1	-0.200354086759459
Ccr7+ cDC1	-0.145739893073748
Ccr7+ cDC1	-0.138689524165337
Ccr7+ cDC1	-0.75509123554445
Xcr1+ cDC1	0.475794507371853
Cd209a+ cDC2	0.0591029663363206
Ccr7+ cDC1	0.126654302844827
Xcr1+ cDC1	0.226241372039193
Xcr1+ cDC1	0.264256750130596
Xcr1+ cDC1	0.366881845348416
Xcr1+ cDC1	0.194211074347165
Ccr7+ cDC1	-0.266788558367857
Xcr1+ cDC1	0.324208980519942
Cd209a+ cDC2	-0.625971963694041
